,Customer_Name,REVIEW_TITLE,Color,REVIEW_DATE,COMMENTS,RATINGS,comments_prep,review_prep,char_counts,word_counts,sent_counts,avg_word_len,avg_sent_len,char_counts_rev,word_counts_rev,sent_counts_rev,avg_word_len_rev,avg_sent_len_rev,anonymous_customer,RATINGS_SENTIMENT
45,Priyanka,My earphones got spoiled within one month.,Spirit Lime,23-Feb-22,"I have purchased 3 earphones of this same variety, different colours in October. Within one month one earphone is not working properly giving a buzzing sound. Another one for spoiled in 2 months. Earphones are good. But lifeline is not something expected from Boat.Also i am extremely careful with my earphones and i don't use them roughly or keep dropping them.It has 6 months warranty. But no details available to claim the warranty. Should i blame Amazon for it",1,purchased 3 earphones variety different colours october month earphone working properly giving buzzing sound spoiled 2 months earphones good lifeline expected boatalso extremely careful earphones dont use roughly dropping themit 6 months warranty details available claim warranty blame amazon,earphones got spoiled month,464,79,7,4.886075949367089,11.285714285714286,42,7,1,5.142857142857143,7.0,True,negative
46,Ananya,Overall good choice but no volume control,White,03-Mar-22,"The earphones work quite good. The cord connecting the aux to the mic is fabric wrapped so that saves a lot of hassle regarding fraying and tearing. The sound quality as really well, and at high volumes it does act as noise cancelling although that wouldn t be healthy for the ears . The only big downside for me was the lack of volume control with the mic. I watch my study videos, movies and listen to music quite regularly so the volume control is a big convenience for me. Apart from this point, overall it s a good choice.",4,earphones work good cord connecting aux mic fabric wrapped saves lot hassle fraying tearing sound quality well high volumes act noise cancelling wouldn t healthy ears  big downside lack volume control mic watch study videos movies listen music regularly volume control big convenience me apart point overall s good choice,overall good choice volume control,527,100,6,4.28,16.666666666666668,41,7,1,5.0,7.0,True,positive
47,Rajkumar,NOT AT ALL GOOD A DISASTER,White,23-Mar-22,Bought with expectations as the Punch line is SUPER EXTRAAA BASS but the ground reality is total opposite. It delivers a mono sound only. I really wonder how the maker can brand the Product as Super extraaa bass when there is hardly any. There s no stereo effects too. I have burnt my fingers.,1,bought expectations punch line super extraaa bass ground reality total opposite delivers mono sound only wonder maker brand product super extraaa bass hardly any s stereo effects too burnt fingers,good disaster,293,54,5,4.444444444444445,10.8,26,6,1,3.5,6.0,True,negative
48,Hemant Maurya,"Stereo doesn't work, No bass on this bassheads",Spirit Lime,25-Aug-21,"Stero not working, damn, even a 50 rupees earphone gives that.Absolutely No bass, why the have given name BASSHEADS It doesn't fit in earphone jack on MI Mobiles at least, it comes out in 2 3 minutes...",2,stero working damn 50 rupees earphone gives thatabsolutely bass given bassheads doesnt fit earphone jack mi mobiles least comes 2 3 minutes,stereo doesnt work bass bassheads,202,37,1,4.486486486486487,37.0,46,8,1,4.875,8.0,True,negative
49,shreeram k.,Muffled Music,Spirit Lime,17-Jul-21,I wasn't expecting this from boAt. People buy earphones for the music experience and this doesn't let you have that experience.The music is muffled and every tone feels so suppressed. I didn't find many alternatives for half in ear design so went for this one. The only good thing is that it has the braided cable.If you don't care about the rubber tip design or half in ear design PLEASE do not buy this one.,3,wasnt expecting boat people buy earphones music experience doesnt let experiencethe music muffled tone feels suppressed didnt find alternatives half ear design went one good thing braided cableif dont care rubber tip design half ear design buy one,muffled music,409,75,4,4.466666666666667,18.75,13,2,1,6.0,2.0,True,neutral
50,Vinod,Misleading Product Description Earphones are not fully braided,Black,20-Jan-22,"Tried boAt earphones for the first time, but deeply disappointed felt betrayed. The product description offers that, the ear phones are braided, but not fully. They are braided only below the mic area, where as the most vulnerable ones are left un braided. Unfortunately there is only replacement policy offered by boAt, but no cancellation. Would surely not recommend this product.",1,tried boat earphones time deeply disappointed felt betrayed product description offers that ear phones braided fully braided mic area vulnerable ones left un braided unfortunately replacement policy offered boat cancellation surely recommend product,misleading product description earphones fully braided,382,61,5,5.278688524590164,12.2,62,8,1,6.875,8.0,True,negative
51,Simran ,"The length of the wire from where the wire splited, should have been longer",Black,17-Sep-21,"Overall, this earphone is really good. Good quality audio. Good wiring of left and right. And a good range of Hz.Except a little expensive for what it offers.And, the splitter would be really close to my face.",4,overall earphone good good quality audio good wiring left right good range hzexcept little expensive offersand splitter close face,length wire wire splited longer,209,37,4,4.675675675675675,9.25,75,14,1,4.428571428571429,14.0,True,positive
52,Deepak k.,Cheapp product,White,29-Oct-21,"Thought that it would work for at least short span .But this product by boat is just complete waste It lowered the volume on its own and suddenly played high volume music on its own, 3 times Really unexpected this wass",1,thought work short span but product boat complete waste lowered volume suddenly played high volume music own 3 times unexpected wass,cheapp product,218,41,1,4.341463414634147,41.0,14,2,1,6.5,2.0,True,negative
53,Stark,It s worth for the price,Blue,05-Dec-21,It actually looks good and the quality seems great. Since it is an INEAR design I don t think it is comfortable for everyone. Been using for almost 3 months I could tell it is worth the price. The audio quality is great. You could still hear the background noises while listening to music or just increase the volume. Bass might be a bit low still does the job. Great for an Rs 400 worth earphone. I would easily recommend it to anyone for this price.,4,actually looks good quality great inear design don t think comfortable everyone 3 months tell worth price audio quality great hear background noises listening music increase volume bass bit low job great rs 400 worth earphone easily recommend price,s worth price,451,86,8,4.255813953488372,10.75,24,6,1,3.1666666666666665,6.0,True,positive
54,SreeAni,"Not good for calls ,i recommend real me headphone for this price",Spirit Lime,27-Jul-21,"Most of the time it wont get connected to the jack correctly.Voice is having bass so we will have ear pain after phone calls.Real me was 100 better than this.Unofrtunately ,I forgot to return this item.For listening to music ,it is good",2,time wont connected jack correctlyvoice having bass ear pain phone callsreal 100 better thisunofrtunately i forgot return itemfor listening music it good,good calls i recommend real headphone price,236,42,1,4.642857142857143,42.0,64,12,1,4.416666666666667,12.0,True,negative
55,Sanjana Sahi ,Wouldn't recommend buying it,White,18-Nov-21,"Ears hurt a lot, so can't wear them for a long timeSound quality is quite Mediocre very heavy Wouldn't recommend for people who aren't into heavy BASS music, want to make calls your voice will be heavy",2,ears hurt lot cant wear long timesound quality mediocre heavy wouldnt recommend people arent heavy bass music want calls voice heavy,wouldnt recommend buying,201,37,1,4.45945945945946,37.0,28,4,1,6.25,4.0,True,negative
